model_name,num_epochs,strategy,learning_rate,weight_decay,batch_size,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
bert-base-uncased,10,epoch,0.0001,0.0,64,0.8404321074485779,0.8129353233830846,0.7942857142857143,0.8390342052313883,0.8160469667318982,0.5767,1742.727,27.745,6.0
bert-base-uncased,10,epoch,0.0001,0.01,16,1.1331839561462402,0.8139303482587065,0.7992277992277992,0.8329979879275654,0.8157635467980295,1.2119,829.25,51.983,9.0
bert-base-uncased,10,epoch,0.0001,0.01,32,0.9383609294891357,0.8069651741293532,0.7690941385435168,0.8712273641851107,0.8169811320754717,0.7896,1272.855,40.529,7.0
bert-base-uncased,10,epoch,0.0001,0.01,64,0.46257615089416504,0.7800995024875622,0.7197452229299363,0.9094567404426559,0.8035555555555556,0.5678,1770.12,28.181,3.0
bert-base-uncased,10,epoch,0.0001,0.001,16,0.5577642917633057,0.7621890547263681,0.7239583333333334,0.8390342052313883,0.777260018639329,1.1995,837.839,52.521,5.0
bert-base-uncased,10,epoch,0.0001,0.001,32,0.4356299340724945,0.7990049751243781,0.7875243664717348,0.8128772635814889,0.8,0.7272,1382.026,44.005,3.0
bert-base-uncased,10,epoch,0.0001,0.001,64,0.4942924380302429,0.7681592039800995,0.6970149253731344,0.9396378269617707,0.8003427592116538,0.5686,1767.608,28.141,3.0
bert-base-uncased,10,epoch,0.001,0.0,16,0.7314443588256836,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,1.1913,843.651,52.886,5.0
bert-base-uncased,10,epoch,0.001,0.0,32,0.7171311378479004,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,0.7365,1364.566,43.449,3.0
bert-base-uncased,10,epoch,0.001,0.0,64,0.7153310775756836,0.5054726368159204,0.0,0.0,0.0,0.5636,1783.182,28.389,3.0
bert-base-uncased,10,epoch,0.001,0.01,16,0.7310607433319092,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,1.1454,877.395,55.001,5.0
bert-base-uncased,10,epoch,0.001,0.01,32,0.7001826763153076,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,0.7381,1361.556,43.353,3.0
bert-base-uncased,10,epoch,0.001,0.01,64,0.7362673878669739,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,0.5697,1764.003,28.084,3.0
bert-base-uncased,10,epoch,0.001,0.001,16,0.6931446194648743,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,1.2554,800.531,50.183,3.0
bert-base-uncased,10,epoch,0.001,0.001,32,0.6982489824295044,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,0.7411,1356.121,43.18,3.0
bert-base-uncased,10,epoch,0.001,0.001,64,0.7346230149269104,0.4945273631840796,0.4945273631840796,1.0,0.6617842876165113,0.5751,1747.465,27.82,3.0
bert-base-uncased,20,epoch,5e-05,0.0,16,0.4958527684211731,0.8099502487562189,0.8297413793103449,0.7746478873239436,0.8012486992715921,1.1851,848.046,53.161,4.0
bert-base-uncased,20,epoch,5e-05,0.0,32,0.44651806354522705,0.8258706467661692,0.831275720164609,0.8128772635814889,0.8219735503560529,0.7256,1385.017,44.1,4.0
bert-base-uncased,20,epoch,5e-05,0.0,64,0.889461874961853,0.8119402985074626,0.7950191570881227,0.8350100603621731,0.8145240431795878,0.5555,1809.214,28.803,7.0
bert-base-uncased,20,epoch,5e-05,0.01,16,0.4518200755119324,0.8288557213930349,0.8524945770065075,0.7907444668008048,0.8204592901878914,1.1519,872.434,54.69,4.0
bert-base-uncased,20,epoch,5e-05,0.01,32,0.43452343344688416,0.8189054726368159,0.8587699316628702,0.7585513078470825,0.8055555555555556,0.7959,1262.644,40.204,4.0
bert-base-uncased,20,epoch,5e-05,0.01,64,0.4361501932144165,0.7950248756218905,0.7504302925989673,0.8772635814889336,0.8089053803339518,0.5658,1776.093,28.276,3.0
bert-base-uncased,20,epoch,5e-05,0.001,16,1.2505817413330078,0.8109452736318408,0.8101010101010101,0.806841046277666,0.8084677419354839,1.1474,875.885,54.906,7.0
bert-base-uncased,20,epoch,5e-05,0.001,32,0.40851888060569763,0.8199004975124378,0.8098039215686275,0.8309859154929577,0.82025819265144,0.7823,1284.748,40.907,3.0
bert-base-uncased,20,epoch,5e-05,0.001,64,0.4751378893852234,0.7840796019900498,0.7265372168284789,0.903420523138833,0.8053811659192825,0.5695,1764.586,28.093,3.0
bert-base-uncased,20,epoch,3e-05,0.0,16,0.7515673637390137,0.8019900497512438,0.7641843971631206,0.8672032193158954,0.8124410933081998,1.193,842.439,52.81,5.0
